ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Acadia NP,ACAD,National Park,Northeast ,ME,2020,2,"13,459",600,"88,831",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2020,"2,669,034","47,100","14,264,234","47,100",0,307,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,3,"28,539",600,"188,356",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2020,"2,669,034","47,100","14,264,234","47,100",0,307,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,4,"55,713",600,"323,135",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2020,"2,669,034","47,100","14,264,234","47,100",0,307,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,5,"103,120","7,500","598,096","7,500",0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2020,"2,669,034","47,100","14,264,234","47,100",0,307,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,6,"201,156","7,500","1,165,036","7,500",0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2020,"2,669,034","47,100","14,264,234","47,100",0,307,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,7,"493,971","7,500","2,470,139","7,500",0,307,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2020,"2,669,034","47,100","14,264,234","47,100",0,307,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,8,"681,746","7,500","3,395,169","7,500",0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2020,"2,669,034","47,100","14,264,234","47,100",0,307,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,9,"500,320","7,500","2,492,205","7,500",0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2020,"2,669,034","47,100","14,264,234","47,100",0,307,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,10,"480,859","6,000","2,874,780","6,000",0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2020,"2,669,034","47,100","14,264,234","47,100",0,307,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,11,"76,251",600,"457,504",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2020,"2,669,034","47,100","14,264,234","47,100",0,307,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,12,"21,260",600,"127,562",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2020,"2,669,034","47,100","14,264,234","47,100",0,307,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2020,1,300,0,150,0,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2020,"6,937",0,"6,056",0,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2020,2,320,0,160,0,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2020,"6,937",0,"6,056",0,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2020,3,598,0,299,0,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2020,"6,937",0,"6,056",0,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2020,4,"1,127",0,"1,127",0,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2020,"6,937",0,"6,056",0,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2020,5,743,0,743,0,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2020,"6,937",0,"6,056",0,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2020,6,759,0,759,0,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2020,"6,937",0,"6,056",0,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2020,7,460,0,460,0,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2020,"6,937",0,"6,056",0,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2020,8,520,0,520,0,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2020,"6,937",0,"6,056",0,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2020,9,575,0,575,0,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2020,"6,937",0,"6,056",0,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2020,10,500,0,500,0,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2020,"6,937",0,"6,056",0,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2020,11,491,0,491,0,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2020,"6,937",0,"6,056",0,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2020,12,544,0,272,0,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2020,"6,937",0,"6,056",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2020,1,"4,279",0,"4,279",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2020,"7,908",0,"7,232",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2020,2,"1,994",0,"1,994",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2020,"7,908",0,"7,232",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2020,3,627,0,627,0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2020,"7,908",0,"7,232",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2020,4,0,0,0,0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2020,"7,908",0,"7,232",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2020,5,0,0,0,0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2020,"7,908",0,"7,232",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2020,6,0,0,0,0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2020,"7,908",0,"7,232",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2020,7,0,0,0,0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2020,"7,908",0,"7,232",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2020,8,0,0,0,0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2020,"7,908",0,"7,232",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2020,9,0,0,0,0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2020,"7,908",0,"7,232",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2020,10,446,0,147,0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2020,"7,908",0,"7,232",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2020,11,446,0,147,0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2020,"7,908",0,"7,232",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2020,12,116,0,38,0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2020,"7,908",0,"7,232",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2020,1,107,0,296,0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2020,"8,722",0,"27,594",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2020,2,194,0,413,0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2020,"8,722",0,"27,594",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2020,3,176,0,881,0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2020,"8,722",0,"27,594",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2020,4,129,0,518,0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2020,"8,722",0,"27,594",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2020,5,310,0,"1,240",0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2020,"8,722",0,"27,594",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2020,6,834,0,"3,186",0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2020,"8,722",0,"27,594",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2020,7,"2,377",0,"7,107",0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2020,"8,722",0,"27,594",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2020,8,"1,686",0,"5,560",0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2020,"8,722",0,"27,594",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2020,9,"1,558",0,"4,575",0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2020,"8,722",0,"27,594",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2020,10,978,0,"2,563",0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2020,"8,722",0,"27,594",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2020,11,252,0,826,0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2020,"8,722",0,"27,594",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2020,12,121,0,429,0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2020,"8,722",0,"27,594",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2020,1,273,0,682,0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2020,"4,269",0,"10,673",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2020,2,314,0,785,0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2020,"4,269",0,"10,673",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2020,3,233,0,582,0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2020,"4,269",0,"10,673",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2020,4,0,0,0,0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2020,"4,269",0,"10,673",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2020,5,0,0,0,0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2020,"4,269",0,"10,673",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2020,6,130,0,325,0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2020,"4,269",0,"10,673",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2020,7,558,0,"1,395",0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2020,"4,269",0,"10,673",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2020,8,439,0,"1,098",0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2020,"4,269",0,"10,673",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2020,9,599,0,"1,498",0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2020,"4,269",0,"10,673",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2020,10,697,0,"1,742",0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2020,"4,269",0,"10,673",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2020,11,643,0,"1,608",0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2020,"4,269",0,"10,673",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2020,12,383,0,958,0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2020,"4,269",0,"10,673",0,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2020,1,"11,253",15,"17,039",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2020,"136,029",180,"213,467",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2020,2,"11,180",15,"17,153",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2020,"136,029",180,"213,467",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2020,3,"4,644",15,"7,835",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2020,"136,029",180,"213,467",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2020,4,0,15,0,15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2020,"136,029",180,"213,467",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2020,5,"4,644",15,"7,528",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2020,"136,029",180,"213,467",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2020,6,"12,029",15,"19,364",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2020,"136,029",180,"213,467",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2020,7,"16,595",15,"25,632",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2020,"136,029",180,"213,467",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2020,8,"16,245",15,"26,140",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2020,"136,029",180,"213,467",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2020,9,"19,559",15,"30,189",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2020,"136,029",180,"213,467",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2020,10,"17,098",15,"26,948",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2020,"136,029",180,"213,467",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2020,11,"14,055",15,"21,418",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2020,"136,029",180,"213,467",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2020,12,"8,727",15,"14,221",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2020,"136,029",180,"213,467",48,0,0,0,0,0,0,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2020,1,"64,740",94,"473,574",94,0,0,0,"1,385",0,0,75,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2020,"1,424,139","1,128","10,403,111","1,128",0,0,0,"7,686",0,0,531
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2020,2,"74,908",94,"547,802",94,0,0,0,"1,590",0,0,75,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2020,"1,424,139","1,128","10,403,111","1,128",0,0,0,"7,686",0,0,531
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2020,3,"130,920",94,"957,468",94,0,0,0,662,0,0,135,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2020,"1,424,139","1,128","10,403,111","1,128",0,0,0,"7,686",0,0,531
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2020,4,"122,962",94,"897,620",94,0,0,0,0,0,0,0,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2020,"1,424,139","1,128","10,403,111","1,128",0,0,0,"7,686",0,0,531
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2020,5,"155,682",94,"1,136,479",94,0,0,0,0,0,0,0,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2020,"1,424,139","1,128","10,403,111","1,128",0,0,0,"7,686",0,0,531
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2020,6,"162,016",94,"1,182,720",94,0,0,0,100,0,0,0,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2020,"1,424,139","1,128","10,403,111","1,128",0,0,0,"7,686",0,0,531
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2020,7,"133,179",94,"972,205",94,0,0,0,130,0,0,0,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2020,"1,424,139","1,128","10,403,111","1,128",0,0,0,"7,686",0,0,531
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2020,8,"147,118",94,"1,073,960",94,0,0,0,38,0,0,0,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2020,"1,424,139","1,128","10,403,111","1,128",0,0,0,"7,686",0,0,531
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2020,9,"133,583",94,"975,157",94,0,0,0,132,0,0,0,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2020,"1,424,139","1,128","10,403,111","1,128",0,0,0,"7,686",0,0,531
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2020,10,"124,343",94,"907,701",94,0,0,0,575,0,0,0,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2020,"1,424,139","1,128","10,403,111","1,128",0,0,0,"7,686",0,0,531
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2020,11,"85,430",94,"625,163",94,0,0,0,"1,652",0,0,117,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2020,"1,424,139","1,128","10,403,111","1,128",0,0,0,"7,686",0,0,531
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2020,12,"89,258",94,"653,262",94,0,0,0,"1,422",0,0,129,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2020,"1,424,139","1,128","10,403,111","1,128",0,0,0,"7,686",0,0,531
Andersonville NHS,ANDE,National Historic Site,Southeast ,GA,2020,1,"7,339",0,"14,678",0,0,0,0,0,0,0,0,Andersonville NHS,ANDE,National Historic Site,Southeast ,GA,2020,"63,799",0,"127,596",0,0,0,0,0,0,0,0
Andersonville NHS,ANDE,National Historic Site,Southeast ,GA,2020,2,"7,882",0,"15,764",0,0,0,0,0,0,0,0,Andersonville NHS,ANDE,National Historic Site,Southeast ,GA,2020,"63,799",0,"127,596",0,0,0,0,0,0,0,0
Andersonville NHS,ANDE,National Historic Site,Southeast ,GA,2020,3,"6,892",0,"13,783",0,0,0,0,0,0,0,0,Andersonville NHS,ANDE,National Historic Site,Southeast ,GA,2020,"63,799",0,"127,596",0,0,0,0,0,0,0,0
Andersonville NHS,ANDE,National Historic Site,Southeast ,GA,2020,4,139,0,278,0,0,0,0,0,0,0,0,Andersonville NHS,ANDE,National Historic Site,Southeast ,GA,2020,"63,799",0,"127,596",0,0,0,0,0,0,0,0
Andersonville NHS,ANDE,National Historic Site,Southeast ,GA,2020,5,"7,040",0,"14,080",0,0,0,0,0,0,0,0,Andersonville NHS,ANDE,National Historic Site,Southeast ,GA,2020,"63,799",0,"127,596",0,0,0,0,0,0,0,0
Andersonville NHS,ANDE,National Historic Site,Southeast ,GA,2020,6,"5,788",0,"11,576",0,0,0,0,0,0,0,0,Andersonville NHS,ANDE,National Historic Site,Southeast ,GA,2020,"63,799",0,"127,596",0,0,0,0,0,0,0,0
Andersonville NHS,ANDE,National Historic Site,Southeast ,GA,2020,7,"3,447",0,"6,894",0,0,0,0,0,0,0,0,Andersonville NHS,ANDE,National Historic Site,Southeast ,GA,2020,"63,799",0,"127,596",0,0,0,0,0,0,0,0
Andersonville NHS,ANDE,National Historic Site,Southeast ,GA,2020,8,"5,116",0,"10,232",0,0,0,0,0,0,0,0,Andersonville NHS,ANDE,National Historic Site,Southeast ,GA,2020,"63,799",0,"127,596",0,0,0,0,0,0,0,0
