,id,url,title,parkCode,abstract,image,relatedParks,relatedOrganizations,latitude,longitude,geometryPoiId,releaseDate,credit,lastIndexedDate
60,890785F2-17F9-4D01-9900-2B0D799DD355,https://www.nps.gov/neri/learn/news/new-river-gorge-national-park-and-preserve-announces-autumn-schedule.htm,New River Gorge National Park and Preserve Announces Autumn Schedule,neri,"Autumn operating hours will be in effect starting September 6, 2022. Thurmond Visitor Center will be open Saturdays and Sundays 10:00 am to 5:00 pm. Grandview Visitor Center will be open Saturdays and Sundays 12:00 pm to 5:00 pm.","{'url': 'https://www.nps.gov/neri/learn/news/images/042-Thurmond_2.jpg', 'credit': 'NPS', 'altText': 'Historic train depot of Thurmond behind railroad tracks', 'title': 'Thurmond 1', 'description': '', 'caption': 'Thurmond Depot Visitor Center'}","[{'states': 'WV', 'parkCode': 'neri', 'designation': 'National Park and Preserve', 'fullName': 'New River Gorge National Park and Preserve', 'url': 'https://www.nps.gov/neri/index.htm', 'name': 'New River Gorge'}]",[],,,,2022-09-02 11:33:00.0,,2022-09-06 12:14:03.0
61,77617605-E576-48FF-8A9C-74390768D2B2,https://www.nps.gov/havo/learn/news/september-2022-flight-operations.htm,September 2022 Notice of Flight Operations,havo,Hawai‘i Volcanoes National Park announces flight operations for September 2022.,"{'url': '', 'credit': '', 'altText': '', 'title': '', 'description': '', 'caption': ''}","[{'states': 'HI', 'parkCode': 'havo', 'designation': 'National Park', 'fullName': 'Hawaiʻi Volcanoes National Park', 'url': 'https://www.nps.gov/havo/index.htm', 'name': 'Hawaiʻi Volcanoes'}]",[],,,,2022-09-02 10:49:00.0,,2022-09-02 17:06:43.0
62,1E0D2C15-651D-4695-A5D6-815BC17E2417,https://www.nps.gov/ocmu/learn/news/annual-ocmulgee-indigenous-celebration-returns-to-ocmulgee-mounds-national-historical-park.htm,Annual Ocmulgee Indigenous Celebration Returns to Ocmulgee Mounds National Historical Park,ocmu,"Come celebrate southeastern Native American heritage during the 30th annual Ocmulgee Indigenous Celebration, from 10 a.m. to 5 p.m. Saturday, September 17 and Sunday, September 18 at the Ocmulgee Mounds National Historical Park.","{'url': 'https://www.nps.gov/ocmu/learn/news/images/OIC-Poster.jpg', 'credit': 'Brian OnTheHill/Muscogee Nation', 'altText': 'A poster explaining the event dates, times, and parking schedule', 'title': 'OIC Poster', 'description': '', 'caption': 'Event Flyer'}","[{'states': 'GA', 'parkCode': 'ocmu', 'designation': 'National Historical Park', 'fullName': 'Ocmulgee Mounds National Historical Park', 'url': 'https://www.nps.gov/ocmu/index.htm', 'name': 'Ocmulgee Mounds'}]",[],,,,2022-09-02 10:29:00.0,,2022-09-02 10:44:21.0
63,885EDA08-AA40-4955-8E53-BC63DFE57686,https://www.nps.gov/band/learn/news/artistinres12022.htm,Bandelier Welcomes First Artist in Residence for the 2022 Season,band,Bandelier welcomes its first Artist in Residence of the 2022 season.,"{'url': 'https://www.nps.gov/band/learn/news/images/BAND-AIR-1-2022-Sarah-Colby.jpg', 'credit': 'NPS', 'altText': 'a woman in a pink shirt smiles', 'title': 'BAND AIR 1 2022 Sarah Colby', 'description': '', 'caption': 'Bandelier Artist in Residence Sarah Colby'}","[{'states': 'NM', 'parkCode': 'band', 'designation': 'National Monument', 'fullName': 'Bandelier National Monument', 'url': 'https://www.nps.gov/band/index.htm', 'name': 'Bandelier'}]",[],,,,2022-09-02 10:19:00.0,,2022-09-02 12:24:39.0
64,2EE5592E-EE58-4D6B-86C9-7A4D267835FF,https://www.nps.gov/nebe/learn/news/volunteer-receives-national-award.htm,Volunteer Recieves Hartzog Enduring Service Award,nebe,"A variety of National Park Service (NPS) employees, volunteers and partners were honored yesterday at a ceremony to Celebrate America’s National Parks and the Dedication of Those Who Serve. Many of the agency’s top awards were presented at the event sponsored by the National Park Service and its philanthropic partner the National Park Foundation.","{'url': 'https://www.nps.gov/nebe/learn/news/images/NEBE_WASO_IEVAwards_Judy-Roderiques-960x579.jpg', 'credit': 'NPS Photo', 'altText': 'Judy Roderiques receives her Hartzog award', 'title': '', 'description': '', 'caption': 'Ranger Denise DeLucia (left), NPS Director Chuck Sams, Volunteer Judy Roderiques, National Park Foundation President and CEO Will Shafroth (right)'}","[{'states': 'MA', 'parkCode': 'nebe', 'designation': 'National Historical Park', 'fullName': 'New Bedford Whaling National Historical Park', 'url': 'https://www.nps.gov/nebe/index.htm', 'name': 'New Bedford Whaling'}]",[],,,,2022-09-02 10:07:00.0,,2022-09-02 10:26:30.0
65,C4672930-F025-411B-889E-6BBE5D75F8AB,https://www.nps.gov/indu/learn/news/explore-all-423-national-parks-at-outdoor-adventure-festival-2022.htm,Explore all 423 National Parks at Outdoor Adventure Festival,indu,"Join Kandace and Robert Tabern on Saturday, September 10 from 7:00 pm to 8:30 pm at the Indiana Dunes Visitor Center to learn about their spectacular journey.","{'url': '', 'credit': '', 'altText': '', 'title': '', 'description': '', 'caption': ''}","[{'states': 'IN', 'parkCode': 'indu', 'designation': 'National Park', 'fullName': 'Indiana Dunes National Park', 'url': 'https://www.nps.gov/indu/index.htm', 'name': 'Indiana Dunes'}]",[],,,,2022-09-02 09:41:00.0,,2022-09-02 10:47:04.0
66,D03C73ED-EE00-4DE2-8F06-80F285A79DE1,https://www.nps.gov/chch/learn/news/clarkleeprogram2022.htm,Clark Lee and His “Service” to the Confederacy,chch,"On Saturday, September 3, at 2 pm, Chickamauga and Chattanooga National Military Park will present a digital program about the Civil War “service” of Clark Lee, a locally enslaved man who was taken to war by his enslaver, and his subsequent struggle to receive a Tennessee State Pension in the early 1920s. Two weeks later, on Saturday, September 17, at 11:30 am, the park will host an 90-minute, in-person facilitated discussion about the information provided in the recorded program. The discussion will be held at the Chickamauga Battlefield Visitor Center.","{'url': '', 'credit': '', 'altText': '', 'title': '', 'description': '', 'caption': ''}","[{'states': 'GA,TN', 'parkCode': 'chch', 'designation': 'National Military Park', 'fullName': 'Chickamauga & Chattanooga National Military Park', 'url': 'https://www.nps.gov/chch/index.htm', 'name': 'Chickamauga & Chattanooga'}]",[],,,,2022-09-02 09:14:00.0,,2022-09-03 09:17:11.0
67,8C3684A5-49C4-4C9E-86A1-24D674B0E6B6,https://www.nps.gov/indu/learn/news/help-feed-the-chellberg-farm-animals-at-the-national-park.htm,Help Feed the Chellberg Farm Animals at the National Park,indu,"INDIANA DUNES NATIONAL PARK: Come out and help a ranger feed the farm animals at the historic Chellberg Farm at Indiana Dunes National Park. Helpers are needed on Sunday, September 4, 11, 18, and 25 from 4:30 pm to 5:00 pm.","{'url': '', 'credit': '', 'altText': '', 'title': '', 'description': '', 'caption': ''}","[{'states': 'IN', 'parkCode': 'indu', 'designation': 'National Park', 'fullName': 'Indiana Dunes National Park', 'url': 'https://www.nps.gov/indu/index.htm', 'name': 'Indiana Dunes'}]",[],,,,2022-09-02 07:27:00.0,,2022-09-02 08:28:20.0
68,35F2A1FE-4EA6-47C7-9467-A21171F5E4B2,https://www.nps.gov/yell/learn/news/220613.htm,"Flood Recovery Updates: Yellowstone releases new videos and photos of ongoing road repairs to reconnect Gardiner, Montana, at North Entrance to Cooke City/Silver Gate, Montana, at Northeast Entrance with the park",yell,Yellowstone National Park released new videos and photos of the ongoing road repairs on the North and Northeast entrance roads following damage caused by the historic flood event in June.,"{'url': 'https://www.nps.gov/yell/learn/news/images/52327956760_8963f2c26a_6k.jpg', 'credit': 'NPS / Jacob W. Frank', 'altText': 'a winding paved road through a hilly landscape', 'title': '', 'description': '', 'caption': 'Old Gardiner Road (temporary road between Gardiner, Montana, and Mammoth Hot Springs) construction progress on Sept. 1, 2022.'}","[{'states': 'ID,MT,WY', 'parkCode': 'yell', 'designation': 'National Park', 'fullName': 'Yellowstone National Park', 'url': 'https://www.nps.gov/yell/index.htm', 'name': 'Yellowstone'}]",[],,,,2022-09-01 17:30:00.0,,2022-09-01 18:06:16.0
69,E6E35BA1-B9C1-4E99-A1CE-1EE2BB196594,https://www.nps.gov/yose/learn/news/yosemite-fire-update-for-september-1-2022.htm,"Yosemite FIre Update for September 1, 2022",yose,"Red Fire and Rodgers Fire, both started by lightning, continue to burn in Yosemite National Park.","{'url': 'https://www.nps.gov/yose/learn/news/images/Red-Progression-20220831.jpg', 'credit': '', 'altText': 'Maps showing progression of the Red Fire with increased growth to the northwest in recent days and the Rodgers Fire with more growth in recent days to the northeast', 'title': 'Progression maps', 'description': '', 'caption': 'Progression maps for the Red and Rodgers Fires'}","[{'states': 'CA', 'parkCode': 'yose', 'designation': 'National Park', 'fullName': 'Yosemite National Park', 'url': 'https://www.nps.gov/yose/index.htm', 'name': 'Yosemite'}]",[],,,,2022-09-01 17:27:00.0,,2022-09-01 20:44:20.0
70,AC807F66-BE80-4E62-9444-9A9439D044CA,https://www.nps.gov/deva/learn/news/aug-5-rainiest-day.htm,"August 5, 2022 recognized as rainiest day in Death Valley’s history",deva,"Death Valley National Park received 1.70 inches of rain on August 5, 2022, making this the Park's rainiest day on record. Meanwhile, some roads remain closed while repairs continue.","{'url': 'https://www.nps.gov/deva/learn/news/images/2022-08-31-Mud-Canyon-AWines-photo-3-collapsed-lane-960-pixels.jpg', 'credit': 'NPS/Abby Wines', 'altText': ""An asphalt road is a few feet above the surrounding gravel wash. The left lane's asphalt pavement is broken into large pieces and collapsed."", 'title': '2022-08-31 Mud Canyon - AWines photo (3) collapsed lane 960 pixels', 'description': '', 'caption': 'Major damage on Mud Canyon Road, 8/31/2022.'}","[{'states': 'CA,NV', 'parkCode': 'deva', 'designation': 'National Park', 'fullName': 'Death Valley National Park', 'url': 'https://www.nps.gov/deva/index.htm', 'name': 'Death Valley'}]",[],,,,2022-09-01 17:10:00.0,,2022-09-01 20:28:36.0
71,ADAA2497-8E8F-4498-B407-09BF1A5A79D4,https://www.nps.gov/meve/learn/news/mesa-verde-star-party-2022.htm,Star Party Celebrates Mesa Verde National Park’s Dark Skies,meve,"Mesa Verde National Park invites community members and park visitors to a Star Party at the Morefield Campground Amphitheater. The Star Party will be held from 7 to 9 pm on the night of Saturday, September 24th. This is National Public Lands Day, meaning that entry to the park is free all day.","{'url': '', 'credit': '', 'altText': '', 'title': '', 'description': '', 'caption': ''}","[{'states': 'CO', 'parkCode': 'meve', 'designation': 'National Park', 'fullName': 'Mesa Verde National Park', 'url': 'https://www.nps.gov/meve/index.htm', 'name': 'Mesa Verde'}]",[],,,,2022-09-01 14:30:00.0,,2022-09-02 16:31:21.0
72,9343D0DD-6B1D-43CB-927D-E60EA55DC132,https://www.nps.gov/seki/learn/news/search-for-quang-trong-than-in-kings-canyon-national-park-moving-to-limited-continuous-mode.htm,Search for Quang Trong Than in Kings Canyon National Park Moving to Limited Continuous Mode,seki,"SEQUOIA AND KINGS CANYON NATIONAL PARKS, Calif. September 1, 2022 – For the past 10 days, searches have been underway in Kings Canyon National Park and Inyo National Forest for Quang Trong Than, 66, of Newport Beach, CA. The search for Than is scaling back to limited continuous mode. This means that while searching will continue, the large number of resources and personnel that have been dedicated to this effort will be reduced. The search will remain in limited continuous mode until Than is found.","{'url': '', 'credit': '', 'altText': '', 'title': '', 'description': '', 'caption': ''}","[{'states': 'CA', 'parkCode': 'seki', 'designation': 'National Parks', 'fullName': 'Sequoia & Kings Canyon National Parks', 'url': 'https://www.nps.gov/seki/index.htm', 'name': 'Sequoia & Kings Canyon'}]",[],,,,2022-09-01 14:20:00.0,,2022-09-01 17:21:32.0
73,06CAC690-27AD-4031-8C0A-D686F2C56759,https://www.nps.gov/olym/learn/news/elklakevisitorfatality.htm,Visitor Fatality in Olympic National Park,olym,"On the evening of Aug. 30, 2022, Olympic National Park received notice of a visitor fatality that occurred at Elk Lake, a remote wilderness campsite.","{'url': '', 'credit': '', 'altText': '', 'title': '', 'description': '', 'caption': ''}","[{'states': 'WA', 'parkCode': 'olym', 'designation': 'National Park', 'fullName': 'Olympic National Park', 'url': 'https://www.nps.gov/olym/index.htm', 'name': 'Olympic'}]",[],,,,2022-09-01 14:17:00.0,,2022-09-01 17:21:17.0
74,23710489-78F0-485B-8598-774664F7D196,https://www.nps.gov/hosp/learn/news/whittington-spring-temporarily-shut-down-for-maintenance.htm,Cold Water Jug Fountains at Hot Springs National Park to Temporarily Shut Down for Maintenance,hosp,"Beginning Wednesday, September 7 and continuing through Friday, September 9, the cold spring water jug fountain located on Whittington Ave. will be temporarily out of service for maintenance upgrades.","{'url': '', 'credit': '', 'altText': '', 'title': '', 'description': '', 'caption': ''}","[{'states': 'AR', 'parkCode': 'hosp', 'designation': 'National Park', 'fullName': 'Hot Springs National Park', 'url': 'https://www.nps.gov/hosp/index.htm', 'name': 'Hot Springs'}]",[],,,,2022-09-01 13:38:00.0,,2022-09-08 09:22:17.0
75,9934A370-AD96-4555-823D-6DA8DED0DA1F,https://www.nps.gov/libi/learn/news/little-bighorn-to-move-to-cashless-fee-collection-nov-1-2022.htm,"Little Bighorn Battlefield National Monument to Move to Cashless Fee Collection by November 1, 2022",libi,"Little Bighorn Battlefield National Monument intends to move to a fully cashless fee system and only accept credit card, debit card, mobile or electronic payments for entrance and permit fees by November 1, 2022.","{'url': '', 'credit': '', 'altText': '', 'title': '', 'description': '', 'caption': ''}","[{'states': 'MT', 'parkCode': 'libi', 'designation': 'National Monument', 'fullName': 'Little Bighorn Battlefield National Monument', 'url': 'https://www.nps.gov/libi/index.htm', 'name': 'Little Bighorn Battlefield'}]",[],,,,2022-09-01 13:21:00.0,,2022-09-01 15:33:39.0
76,1CCFE195-8ED9-4C57-B08B-911F7804FF60,https://www.nps.gov/katm/learn/news/katmai-national-park-and-preserve-solicits-feedback-on-proposed-campground-fee-increases.htm,Katmai National Park and Preserve Solicits Feedback on Proposed Campground Fee Increases,katm,"Katmai National Park and Preserve is proposing a fee increase for overnight camping at its Brooks Campground for the 2023 camping season. Increased revenue from campground fees will enable the park to keep up with the rising costs of campground operations, better maintain facilities, and provide for improved compliance with the Americans with Disabilities Act (ADA) within the campground.","{'url': '', 'credit': '', 'altText': '', 'title': '', 'description': '', 'caption': ''}","[{'states': 'AK', 'parkCode': 'katm', 'designation': 'National Park & Preserve', 'fullName': 'Katmai National Park & Preserve', 'url': 'https://www.nps.gov/katm/index.htm', 'name': 'Katmai'}]",[],,,,2022-09-01 13:13:00.0,,2022-09-01 17:47:52.0
77,CFB8DF41-B767-4D61-943E-26D41F066AD4,https://www.nps.gov/zion/learn/news/road-improvements-happening-overnight-this-september-in-zion-national-park.htm,Road improvements happening overnight this September in Zion National Park,zion,"Starting Tuesday, September 6, road improvements will be occurring throughout the park. This proactive construction will assist in redefining the center line and fog lines to improve safety and overall appearance. The road work will start Tuesday evening, at the South Entrance of the park. Park visitors should expect delays and closures.","{'url': 'https://www.nps.gov/zion/learn/news/images/Raod-closure-map-night-of-9-7-and-9-8.png', 'credit': 'NPS Image', 'altText': 'Map of Road closure in red along Mt. Carmel Highway from Zion scenic drive to east park entrance, in red.', 'title': 'Map of Zion National Park highlighting access changes during night construction.', 'description': '', 'caption': 'Map of Zion National Park highlighting access changes during night construction.'}","[{'states': 'UT', 'parkCode': 'zion', 'designation': 'National Park', 'fullName': 'Zion National Park', 'url': 'https://www.nps.gov/zion/index.htm', 'name': 'Zion'}]",[],,,,2022-09-01 13:10:00.0,,2022-09-01 15:25:44.0
78,97DF1775-1B29-44CD-8B3B-14265C3B6908,https://www.nps.gov/hosp/learn/news/npld-2022.htm,Hot Springs National Park to host a trash clean-up competition to celebrate National Public Lands Day,hosp,Hot Springs National Park will host “The Battle of Downtown”- a trash cleanup competition on September 24th from 9:00 am – 2:00 pm to celebrate National Public Lands Day.,"{'url': '', 'credit': '', 'altText': '', 'title': '', 'description': '', 'caption': ''}","[{'states': 'AR', 'parkCode': 'hosp', 'designation': 'National Park', 'fullName': 'Hot Springs National Park', 'url': 'https://www.nps.gov/hosp/index.htm', 'name': 'Hot Springs'}]",[],,,,2022-09-01 12:59:00.0,,2022-09-07 14:00:58.0
79,BAF29B25-1F86-4701-A88C-36253212A9BB,https://www.nps.gov/blri/learn/news/brinegarday2022.htm,"Blue Ridge Parkway hosts Brinegar Day, Saturday, September 10",blri,Event highlights traditional Southern Appalachian folkways,"{'url': 'https://www.nps.gov/blri/learn/news/images/Brinegar-Day-News-Release.png', 'credit': 'NPS Image', 'altText': 'Visitors gather around an older brick and lumber building in a shady grove', 'title': 'Visitors to the Brinegar cabin observe the displays and architecture of the historic building', 'description': '', 'caption': 'Visitors to the Brinegar Cabin observe displays and architecture of the historic building'}","[{'states': 'NC,VA', 'parkCode': 'blri', 'designation': 'Parkway', 'fullName': 'Blue Ridge Parkway', 'url': 'https://www.nps.gov/blri/index.htm', 'name': 'Blue Ridge'}]",[],,,,2022-09-01 12:58:00.0,,2022-09-06 10:44:12.0
80,83FE9A3A-4C4B-496F-8C4E-3B3DDBADAC9D,https://www.nps.gov/gate/learn/news/welcome-50-new-citizens-at-gateway-national-recreation-area-s-sandy-hook-unit.htm,Gateway Superintendent Jen Nersesian to Welcome 50 New Citizens at Gateway National Recreation Area’s Sandy Hook Unit,gate,"Middletown, N.J.—Join Gateway National Recreation Area and U.S. Citizenship and Immigration Services staff to welcome 50 candidates become citizens at Gateway’s Sandy Hook Unit.","{'url': '', 'credit': '', 'altText': '', 'title': '', 'description': '', 'caption': ''}","[{'states': 'NY,NJ', 'parkCode': 'gate', 'designation': 'National Recreation Area', 'fullName': 'Gateway National Recreation Area', 'url': 'https://www.nps.gov/gate/index.htm', 'name': 'Gateway'}]",[],,,,2022-09-01 12:00:00.0,,2022-09-03 10:36:17.0
81,BA40974B-C576-4816-8435-E29BF2D48E6B,https://www.nps.gov/vall/learn/news/2022-10.htm,Valles Caldera Initiates General Management Plan; Launches Planning Web Page,vall,"Valles Caldera National Preserve is initiating the development of a General Management Plan, which will establish a blueprint for future operations, visitor use, and protection of park resources and values.","{'url': '', 'credit': '', 'altText': '', 'title': '', 'description': '', 'caption': ''}","[{'states': 'NM', 'parkCode': 'vall', 'designation': 'National Preserve', 'fullName': 'Valles Caldera National Preserve', 'url': 'https://www.nps.gov/vall/index.htm', 'name': 'Valles Caldera'}]",[],,,,2022-09-01 11:52:00.0,,2022-09-01 13:58:38.0
82,484F3B44-AFA5-483B-9864-9DFFCA8D9424,https://www.nps.gov/olym/learn/news/roadclosuresfall2022.htm,Fall closures make way for improvements on Hurricane Ridge Road and Obstruction Point Road,olym,"In fall 2022, a road work project at the Hurricane Ridge area of Olympic National Park will improve safety and accessibility in this heavily-visited area of the national park. Obstruction Point Road and part of Hurricane Ridge Road will be closed to the public while work is underway.","{'url': 'https://www.nps.gov/olym/learn/news/images/obstruction_point_road_august_2022-22-for-web.jpg', 'credit': 'NPS Photo / E. Goode', 'altText': 'Obstruction Point Road winds steeply up a mountain face. In the distance the Olympic Mountains rise.', 'title': 'obstruction_point_road_august_2022-22 - for web', 'description': '', 'caption': 'Obstruction Point Road, pictured here, will undergo construction in the fall of 2022.'}","[{'states': 'WA', 'parkCode': 'olym', 'designation': 'National Park', 'fullName': 'Olympic National Park', 'url': 'https://www.nps.gov/olym/index.htm', 'name': 'Olympic'}]",[],,,,2022-09-01 10:09:00.0,,2022-09-01 16:15:26.0
83,FB96AE5E-2054-4266-8464-D05F08E1A9B3,https://www.nps.gov/gwca/learn/news/announcing-prairie-day-september-10th.htm,"Announcing Prairie Day, September 10th",gwca,"Celebrating life on the Missouri prairie during the late 1800s when George Washington Carver was a child, this event including basket weaving, candle-making, Dutch-oven cooking, spinning, weaving, musical groups, junior ranger station, and more.","{'url': 'https://www.nps.gov/gwca/learn/news/images/Prairie-Day-Flier-2022.jpg', 'credit': 'NPS', 'altText': 'Photograph of two men playing music instruments outside. A photograph of a woman playing a guitar. Two women in historic period dresses at the tables. A man with a large wood hoop. A woman dresses in historic period clothing spinning wool.', 'title': 'Prairie Day 2022', 'description': '', 'caption': ''}","[{'states': 'MO', 'parkCode': 'gwca', 'designation': 'National Monument', 'fullName': 'George Washington Carver National Monument', 'url': 'https://www.nps.gov/gwca/index.htm', 'name': 'George Washington Carver'}]",[],,,,2022-09-01 09:43:00.0,,2022-09-01 11:11:35.0
84,3A1A2ED8-C062-4584-8BAC-0928260BF4CA,https://www.nps.gov/indu/learn/news/birding-hike-with-the-audubon-society-at-national-park.htm,Birding Hike with the Audubon Society at National Park,indu,"INDIANA DUNES NATIONAL PARK: Join a birding expert from the Dunes-Calumet Audubon Society on Sunday, September 4, from 9:00 am to 11:00 am, for a migration birding hiking. Meet inside the Indiana Dunes Visitor Center and carpool to the chosen birding location. No experience required. Bring binoculars and dress for the weather. ","{'url': '', 'credit': '', 'altText': '', 'title': '', 'description': '', 'caption': ''}","[{'states': 'IN', 'parkCode': 'indu', 'designation': 'National Park', 'fullName': 'Indiana Dunes National Park', 'url': 'https://www.nps.gov/indu/index.htm', 'name': 'Indiana Dunes'}]",[],,,,2022-09-01 09:38:00.0,,2022-09-01 10:41:12.0
85,0BCE2EDC-E1DE-4C1C-A043-DE4CB24CB2AA,https://www.nps.gov/seki/learn/news/labor-day-weekend-in-sequoia-and-kings-canyon-national-parks.htm,Labor Day Weekend in Sequoia and Kings Canyon National Parks,seki,"SEQUOIA AND KINGS CANYON NATIONAL PARKS, Calif. September 1, 2022 – Labor Day Weekend is the last major holiday weekend of the summer in the parks, and as such is often as busy or even busier than the Fourth of July. Visitors are strongly encouraged to plan ahead to ensure an enjoyable and safe holiday weekend.","{'url': '', 'credit': '', 'altText': '', 'title': '', 'description': '', 'caption': ''}","[{'states': 'CA', 'parkCode': 'seki', 'designation': 'National Parks', 'fullName': 'Sequoia & Kings Canyon National Parks', 'url': 'https://www.nps.gov/seki/index.htm', 'name': 'Sequoia & Kings Canyon'}]",[],,,,2022-09-01 09:33:00.0,,2022-09-01 12:37:06.0
86,422D7C05-F6EA-4690-989A-F9FEEA31E12A,https://www.nps.gov/indu/learn/news/ranger-led-history-hikes-at-the-national-park-2022.htm,Ranger-led History Hikes at the National Park,indu,"INDIANA DUNES NATIONAL PARK: Join a ranger at Indiana Dunes National Park for a hike exploring the Bailly Homestead and Cemetery along with the Chellberg Farm on Sunday, September 4 and 18 from 2:00 pm to 4:00 pm.","{'url': '', 'credit': '', 'altText': '', 'title': '', 'description': '', 'caption': ''}","[{'states': 'IN', 'parkCode': 'indu', 'designation': 'National Park', 'fullName': 'Indiana Dunes National Park', 'url': 'https://www.nps.gov/indu/index.htm', 'name': 'Indiana Dunes'}]",[],,,,2022-09-01 09:31:00.0,,2022-09-01 10:34:16.0
87,65D5AA4D-6227-459B-A99D-DA1E339CD526,https://www.nps.gov/glac/learn/news/annual-hawk-watch-event-returns-to-gnp.htm,Annual Hawk Watch Event Returns to GNP,glac,"Park biologists will teach volunteers how to identify and count migrating raptors during the event. Biologists, park staff, and volunteers will be on hand to answer questions about the integral role of raptors in our ecosystems, the risks they face, and why Glacier has started the Mount Brown Hawk Watch Program. Educators from Montana Wild Wings Recovery Center will also be on site with live raptors between 2 pm and 4 pm to provide close-up looks at some of the raptor species that migrate past Mount Brown.","{'url': '', 'credit': '', 'altText': '', 'title': '', 'description': '', 'caption': ''}","[{'states': 'MT', 'parkCode': 'glac', 'designation': 'National Park', 'fullName': 'Glacier National Park', 'url': 'https://www.nps.gov/glac/index.htm', 'name': 'Glacier'}]",[],,,,2022-09-01 08:48:00.0,,2022-09-01 11:24:46.0
88,1043C53B-EDE2-4BA3-A744-60A5C27D4036,https://www.nps.gov/biso/learn/news/local-tales-spun-from-mine-18-during-blue-heron-ghost-train.htm,Local Tales Spun From Mine-18 During Blue Heron Ghost Train,biso,Join Big South Fork National River & Recreation Area as we celebrate the time-honored tradition of storytelling in Kentucky during the 12th annual Blue Heron Ghost Train.,"{'url': 'https://www.nps.gov/biso/learn/news/images/Ghost-Train-Tipple-at-Night.jpg', 'credit': 'NPS', 'altText': 'Ghost-Train-Tipple-at-Night', 'title': 'Ghost-Train-Tipple-at-Night', 'description': '', 'caption': 'Blue Heron Ghost Train Promotional Image'}","[{'states': 'KY,TN', 'parkCode': 'biso', 'designation': 'National River & Recreation Area', 'fullName': 'Big South Fork National River & Recreation Area', 'url': 'https://www.nps.gov/biso/index.htm', 'name': 'Big South Fork'}]",[],,,,2022-08-31 19:25:00.0,,2022-08-31 19:42:27.0
89,75FBDB6F-3AD0-4F0F-BA5D-20D63677D699,https://www.nps.gov/carl/learn/news/shuttle-service-sept-oct-2022.htm,Sandburg Home begins shuttle service due to bridge closure,carl,"Due to the Front Lake bridge closure, Carl Sandburg Home National Historic Site will offer shuttle service on Thursdays, Fridays, Saturdays, and Sundays from Friday, September 2 – Sunday, October 30, 2022. The free shuttle will transport visitors from the main parking lot, on Little River Road, to the Sandburg Home and goat farm.","{'url': 'https://www.nps.gov/carl/learn/news/images/shuttle-stop-CMS.jpg', 'credit': '', 'altText': 'Blue background with clip art image of a shuttle vehicle with the words shuttle stop', 'title': 'Shuttle Stop', 'description': '', 'caption': ''}","[{'states': 'NC', 'parkCode': 'carl', 'designation': 'National Historic Site', 'fullName': 'Carl Sandburg Home National Historic Site', 'url': 'https://www.nps.gov/carl/index.htm', 'name': 'Carl Sandburg Home'}]",[],,,,2022-08-31 16:23:00.0,,2022-08-31 16:26:15.0
90,756EA233-BD86-47E8-A608-19C185124A2B,https://www.nps.gov/lavo/learn/news/lassen-volcanic-proposes-online-wilderness-permitting.htm,Lassen Volcanic Proposes Online Wilderness Permitting,lavo,Lassen Volcanic National Park is proposing to replace its paper wilderness permit system with an online registration system on Recreation.gov.,"{'url': 'https://www.nps.gov/lavo/learn/news/images/Backpackers-in-Lassen-Volcanic-National-Park.jpg', 'credit': 'NPS', 'altText': 'Backpacking hikers looking at the volcano in the background', 'title': 'Backpackers in Lassen Volcanic National Park', 'description': '', 'caption': ''}","[{'states': 'CA', 'parkCode': 'lavo', 'designation': 'National Park', 'fullName': 'Lassen Volcanic National Park', 'url': 'https://www.nps.gov/lavo/index.htm', 'name': 'Lassen Volcanic'}]",[],,,,2022-08-31 14:35:00.0,,2022-09-02 17:52:08.0
91,1F950A69-4CD7-401B-8C93-AD70F3454EC6,https://www.nps.gov/zion/learn/news/zion-national-park-prepares-for-busy-2022-labor-day-weekend.htm,Zion National Park Prepares for Busy 2022 Labor Day Weekend,zion,"Zion National Park is expecting a busy Labor Day weekend Friday, September 2 through Monday, September 5, 2022. As our nation honors American workers, many will visit Zion and other National Parks across the country. Visitors to Zion should expect some queues and congestion within the park. Those with flexible plans are encouraged to visit before Friday or after Monday to avoid crowds.","{'url': 'https://www.nps.gov/zion/learn/news/images/Memorial-Day-Bus-line-2022.jpg', 'credit': 'NPS image / Jonathan Shafer', 'altText': 'Line of visitors waits to board shuttles at Temple of Sinawava in Zion National Park. Two uniformed NPS rangers standby to direct traffic.', 'title': 'Zion National Park Memorial Day Weekend 2022', 'description': '', 'caption': 'Visitors in Zion National Park on Memorial Day Weekend 2022. People boarding the shuttle at the Temple of Sinawava.'}","[{'states': 'UT', 'parkCode': 'zion', 'designation': 'National Park', 'fullName': 'Zion National Park', 'url': 'https://www.nps.gov/zion/index.htm', 'name': 'Zion'}]",[],,,,2022-08-31 14:11:00.0,,2022-08-31 16:29:57.0
